security_name,date,closing_price
Tesla,2024-03-13,1620.68
Amazon,2020-04-23,418.39
Google,2017-06-09,887.99
Amazon,2020-10-03,65.98
Netflix,2020-08-06,1002.4
Amazon,2014-10-24,1248.31
Netflix,2014-09-03,555.77
Amazon,2015-01-31,861.97
Tesla,2018-07-09,1071.05
Google,2022-10-05,38.12
Netflix,2017-01-25,1857.54
Tesla,2021-02-05,487.56
Tesla,2023-06-15,525.76
Tesla,2021-05-10,202.96
Apple,2018-09-11,870.08
Microsoft,2019-06-20,1199.25
Apple,2019-02-19,922.48
Apple,2014-02-14,1284.72
Amazon,2021-01-20,354.0
Amazon,2014-07-25,619.98
Amazon,2021-10-05,507.33
Google,2017-04-22,540.41
Tesla,2021-01-09,1553.58
Apple,2014-03-16,306.47
Amazon,2024-07-15,655.25
Tesla,2019-10-14,1414.97
Apple,2020-10-21,31.24
Netflix,2021-09-12,828.02
Amazon,2022-09-21,358.95
Google,2015-08-20,283.35
Apple,2018-03-23,186.45
Apple,2021-05-09,1949.76
Netflix,2024-06-25,960.23
Google,2017-05-23,929.27
Netflix,2023-10-15,1856.72
Tesla,2023-12-27,183.11
Amazon,2015-11-30,1811.04
Netflix,2018-08-19,1775.04
Netflix,2022-02-23,1905.78
Amazon,2023-01-20,1454.53
Google,2023-10-06,610.13
Apple,2017-12-21,203.42
Netflix,2022-07-24,1375.98
Microsoft,2014-12-15,644.89
Google,2015-09-03,1564.13
Amazon,2019-05-05,838.79
Netflix,2020-03-06,1460.94
Netflix,2018-06-05,1932.49
Microsoft,2018-04-15,168.19
Amazon,2016-04-10,1349.62
Google,2016-08-01,1616.09
Apple,2023-01-11,195.01
Apple,2016-01-12,651.65
Amazon,2023-11-01,382.54
Netflix,2024-01-09,365.14
Tesla,2015-07-19,691.53
Google,2023-01-22,1707.3
Tesla,2015-01-06,324.29
Google,2024-01-09,1780.03
Microsoft,2018-08-14,1025.82
Amazon,2023-10-01,616.27
Amazon,2015-03-12,515.26
Tesla,2019-09-14,1746.46
Netflix,2017-09-02,962.57
Amazon,2023-02-20,1274.43
Google,2023-09-24,798.89
Microsoft,2023-08-03,497.1
Google,2015-11-10,1582.81
Apple,2023-07-10,562.58
Microsoft,2014-03-17,1346.66
Google,2016-10-07,853.1
Apple,2014-09-17,1070.99
Microsoft,2024-11-05,587.29
Google,2015-04-08,645.11
Netflix,2021-05-05,1644.84
Netflix,2016-05-08,669.86
Google,2016-03-09,710.08
Tesla,2024-08-31,1636.55
Tesla,2024-06-20,506.65
Apple,2015-09-14,357.51
Google,2023-01-04,387.88
Amazon,2024-07-03,1701.17
Apple,2017-12-20,935.64
Apple,2023-01-24,351.83
Microsoft,2024-01-08,586.93
Amazon,2015-09-13,1741.94
Google,2016-12-14,941.88
Microsoft,2015-01-05,1307.3
Apple,2014-01-21,1960.86
Google,2017-07-04,616.6
Google,2014-01-01,1927.71
Microsoft,2017-04-27,190.45
Microsoft,2024-07-14,268.2
Tesla,2023-03-23,520.22
Netflix,2024-08-01,23.52
Netflix,2021-03-30,42.51
Microsoft,2019-05-29,1376.72
Netflix,2017-04-02,1513.81
Microsoft,2016-10-28,596.69
Google,2023-07-07,1815.3
Tesla,2020-12-27,1977.03
Amazon,2019-04-29,676.29
Microsoft,2017-11-10,1101.5
Tesla,2024-03-20,244.76
Apple,2017-03-31,1870.66
Tesla,2015-09-07,760.63
Amazon,2016-08-26,806.32
Apple,2019-04-09,388.96
Google,2015-07-01,1660.05
Apple,2015-08-15,435.93
Amazon,2024-08-26,770.92
Google,2018-10-10,115.73
Netflix,2023-06-16,1263.08
Amazon,2022-07-10,1594.42
Netflix,2022-12-23,326.4
Tesla,2023-08-13,548.98
Tesla,2023-11-25,1300.46
Google,2023-04-18,89.61
Netflix,2022-11-14,1401.39
Tesla,2023-12-02,1474.47
Netflix,2024-01-24,560.64
Microsoft,2017-08-26,1250.56
Tesla,2018-03-17,503.79
Tesla,2015-12-04,1533.57
Tesla,2018-03-19,480.59
Netflix,2023-06-10,1083.43
Amazon,2021-05-25,591.78
Apple,2018-10-27,307.93
Apple,2017-07-22,1430.49
Apple,2018-05-29,658.47
Microsoft,2024-07-19,1851.89
Microsoft,2014-04-29,12.91
Apple,2022-10-31,657.48
Amazon,2017-12-06,1893.76
Microsoft,2017-08-13,473.26
Microsoft,2015-12-03,1136.97
Microsoft,2018-08-08,1258.04
Apple,2024-04-09,1328.58
Tesla,2022-12-23,1606.1
Netflix,2020-01-03,404.32
Google,2019-08-19,648.44
Amazon,2021-07-09,735.51
Tesla,2015-09-09,1005.23
Netflix,2019-07-01,1996.13
Google,2015-06-22,1900.39
Netflix,2023-06-03,1529.21
Tesla,2021-07-10,860.81
Netflix,2015-10-27,396.54
Google,2017-11-03,239.09
Amazon,2022-02-02,814.92
Microsoft,2014-09-15,1489.01
Google,2023-06-25,1676.86
Amazon,2022-10-29,168.28
Microsoft,2023-04-29,232.22
Microsoft,2022-10-25,1151.02
Amazon,2024-12-05,271.72
Tesla,2020-12-18,326.88
Amazon,2024-04-20,119.32
Netflix,2024-04-29,727.97
Google,2016-11-24,700.19
Netflix,2014-08-17,1517.81
Google,2017-02-22,244.19
Microsoft,2022-01-18,542.07
Netflix,2019-11-07,1702.41
Google,2014-02-28,1066.49
Netflix,2024-12-03,557.13
Google,2019-07-05,1940.99
Apple,2017-08-08,768.87
Microsoft,2017-07-26,658.66
Amazon,2020-12-15,1294.11
Amazon,2015-01-17,1985.98
Amazon,2021-06-28,948.66
Microsoft,2017-08-03,292.77
Microsoft,2016-03-07,70.72
Amazon,2021-01-04,1669.85
Amazon,2016-05-12,403.69
Tesla,2024-03-21,1188.12
Google,2023-04-15,612.96
Netflix,2021-04-12,943.39
Netflix,2020-12-21,655.73
Google,2024-04-21,756.73
Amazon,2024-04-14,318.42
Amazon,2021-02-18,893.54
Amazon,2019-08-18,1584.16
Netflix,2024-03-27,1120.76
Netflix,2023-03-19,1236.49
Google,2014-07-05,1319.13
Google,2023-03-21,630.12
Microsoft,2019-06-07,424.73
Google,2018-04-20,622.35
Apple,2021-12-17,708.04
Tesla,2016-05-02,87.55
Tesla,2021-04-23,1518.83
Amazon,2021-05-14,1554.63
Tesla,2016-04-20,463.51
Microsoft,2018-11-09,1225.68
Amazon,2019-12-18,170.7
Microsoft,2024-12-06,353.15
Microsoft,2020-10-12,693.67
Microsoft,2022-01-26,1126.76
Google,2022-08-06,528.19
Apple,2014-04-26,1722.16
Netflix,2016-06-11,1631.67
Tesla,2017-02-15,1413.54
Google,2024-10-10,1620.57
Amazon,2015-04-25,983.03
Tesla,2015-10-26,1609.18
Google,2020-09-08,536.79
Google,2024-08-15,1374.52
Google,2015-12-21,668.53
Amazon,2020-07-16,1984.93
Amazon,2020-12-21,1434.35
Amazon,2023-12-11,874.91
Tesla,2018-08-26,859.92
Apple,2015-07-04,1437.84
Google,2014-06-29,482.9
Netflix,2022-07-04,1960.76
Microsoft,2019-07-28,890.77
Netflix,2022-11-13,1044.62
Apple,2022-09-02,1778.23
Netflix,2018-04-09,985.83
Google,2017-07-30,1876.83
Amazon,2017-08-22,320.78
Apple,2021-11-28,782.08
Google,2018-01-30,1492.58
Microsoft,2023-04-14,1564.93
Google,2018-01-16,890.08
Microsoft,2017-02-20,1836.49
Netflix,2024-08-22,1092.35
Amazon,2016-08-04,1647.42
Tesla,2014-07-29,1093.96
Amazon,2016-05-10,397.97
Amazon,2014-01-22,1578.32
Google,2014-04-01,809.59
Microsoft,2018-03-05,878.32
Tesla,2021-08-31,1852.97
Google,2022-08-27,1380.29
Google,2022-03-03,44.87
Google,2018-06-25,653.06
Apple,2016-02-02,616.78
Apple,2024-09-08,487.95
Microsoft,2017-04-23,646.18
Amazon,2023-01-17,1047.81
Google,2019-04-25,728.58
Netflix,2023-01-25,1761.49
Apple,2016-11-23,1160.17
Amazon,2022-07-10,1671.43
Amazon,2014-10-29,1116.44
Google,2022-03-29,355.76
Tesla,2018-03-25,1043.07
Amazon,2021-02-25,1366.89
Apple,2018-06-11,150.23
Tesla,2019-11-27,1782.78
Google,2015-08-02,311.95
Netflix,2015-12-20,1406.86
Amazon,2018-12-11,1742.96
Microsoft,2017-05-17,921.63
Apple,2023-12-14,1739.46
Microsoft,2022-10-16,775.43
Amazon,2021-01-29,165.62
Apple,2021-09-04,301.04
Google,2021-04-23,851.8
Google,2020-06-01,1019.02
Netflix,2019-12-08,791.47
Google,2015-09-20,642.9
Apple,2023-05-19,913.03
Google,2018-05-06,1808.78
Apple,2018-04-11,1982.18
Google,2023-03-27,68.36
Netflix,2019-06-19,1606.59
Amazon,2020-01-26,734.0
Tesla,2016-04-17,1704.43
Google,2016-05-13,1312.98
Amazon,2015-01-01,405.95
Google,2021-04-06,1503.75
Tesla,2016-05-26,1832.61
Microsoft,2014-06-06,359.51
Tesla,2018-12-24,1543.96
Apple,2021-07-27,1966.03
Netflix,2021-08-20,388.32
Google,2016-05-11,1422.66
Netflix,2020-05-29,1834.05
Microsoft,2021-05-25,529.82
Tesla,2015-07-12,1530.4
Microsoft,2022-04-25,1299.63
Apple,2022-10-21,329.4
Amazon,2021-01-24,1816.25
Apple,2018-11-17,1530.31
Google,2014-03-28,1263.13
Tesla,2022-08-16,1494.0
Netflix,2024-12-13,1387.66
Tesla,2019-05-02,1358.17
Amazon,2023-03-29,1488.25
Microsoft,2014-02-10,341.07
Google,2019-12-06,1728.92
Amazon,2021-08-13,557.24
Apple,2021-07-13,187.08
Apple,2015-06-12,1948.82
Netflix,2019-12-29,1826.34
Microsoft,2022-03-03,1885.05
Amazon,2019-05-27,218.54
Amazon,2024-09-21,1157.83
Apple,2022-02-07,1546.55
Tesla,2023-07-18,175.91
Netflix,2024-09-12,1059.05
Amazon,2023-08-25,1732.47
Google,2020-03-30,1622.12
Microsoft,2018-07-25,1325.51
Microsoft,2016-01-05,785.95
Microsoft,2015-10-18,1747.49
Amazon,2024-09-17,1475.2
Apple,2023-04-07,63.64
Microsoft,2021-11-03,698.07
Netflix,2019-01-27,232.33
Netflix,2014-11-26,1644.47
Microsoft,2020-10-19,1377.35
Netflix,2014-05-01,209.47
Amazon,2015-12-08,587.75
Netflix,2024-10-02,1391.72
Amazon,2024-05-14,1372.68
Amazon,2017-12-12,1080.06
Google,2021-01-04,951.53
Amazon,2017-11-21,57.01
Google,2019-08-19,1990.4
Google,2016-04-29,683.61
Tesla,2024-11-25,1345.13
Netflix,2017-01-29,256.71
Netflix,2018-03-01,1005.22
Microsoft,2020-05-17,226.6
Tesla,2016-09-16,1750.27
Amazon,2020-02-01,1681.1
Google,2019-07-22,1347.62
Tesla,2024-10-07,711.15
Microsoft,2015-08-12,855.65
Microsoft,2017-07-16,224.6
Netflix,2023-06-15,389.31
Netflix,2021-10-27,1581.0
Microsoft,2016-05-22,814.3
Microsoft,2021-01-30,962.39
Google,2020-10-17,341.35
Google,2020-09-04,1853.51
Microsoft,2018-12-11,262.8
Tesla,2020-05-04,38.26
Tesla,2022-02-21,1321.55
Netflix,2018-03-17,496.25
Google,2019-08-05,777.95
Amazon,2023-02-03,1140.52
Tesla,2018-10-04,576.52
Google,2020-03-26,490.85
Microsoft,2018-01-10,1858.81
Microsoft,2014-01-21,1772.97
Google,2015-07-09,1601.04
Tesla,2023-10-15,1586.14
Google,2015-03-23,1687.23
Microsoft,2017-10-06,280.72
Tesla,2020-12-18,703.0
Google,2017-08-22,1551.72
Microsoft,2017-12-06,252.25
Netflix,2015-08-25,1857.53
Amazon,2020-12-19,1273.12
Amazon,2021-10-09,1318.46
Microsoft,2023-11-25,1399.6
Tesla,2018-05-27,1045.58
Google,2021-11-09,791.07
Microsoft,2022-06-09,111.31
Microsoft,2024-10-19,1445.06
Tesla,2014-01-07,121.6
Apple,2021-09-14,747.01
Apple,2020-10-09,672.01
Apple,2023-05-11,1515.65
Google,2017-05-06,1784.23
Microsoft,2020-08-06,342.1
Google,2020-07-07,1995.81
Google,2020-10-19,468.86
Amazon,2022-10-22,704.48
Apple,2018-10-18,402.81
Microsoft,2020-11-15,89.92
Netflix,2019-12-09,814.18
Microsoft,2015-12-19,589.76
Google,2024-01-31,1864.45
Amazon,2016-10-18,873.44
Apple,2016-10-08,1560.66
Google,2017-02-16,1391.35
Google,2015-02-13,414.73
Amazon,2020-03-05,847.77
Tesla,2021-12-01,33.54
Google,2019-04-24,352.01
Amazon,2023-01-29,1447.44
Tesla,2016-02-28,1094.79
Amazon,2023-06-21,517.32
Amazon,2020-07-08,1137.73
Google,2016-06-10,412.67
Apple,2022-10-31,1662.91
Amazon,2024-11-19,796.93
Microsoft,2024-02-17,500.74
Netflix,2024-07-21,929.83
Tesla,2017-10-16,1565.06
Microsoft,2020-01-20,1199.14
Amazon,2023-04-04,26.05
Apple,2016-03-25,936.56
Apple,2023-07-23,186.93
Amazon,2024-09-10,903.56
Netflix,2015-08-30,1988.29
Amazon,2016-01-20,1973.59
Microsoft,2022-09-20,11.43
Google,2021-10-11,645.45
Apple,2016-06-03,419.62
Tesla,2023-07-31,1988.06
Google,2016-11-07,1946.44
Netflix,2017-05-03,718.45
Amazon,2018-10-13,259.14
Microsoft,2023-06-27,805.29
Microsoft,2019-09-21,1120.42
Tesla,2015-05-18,1686.7
Apple,2021-08-23,1075.02
Tesla,2015-03-25,724.3
Amazon,2015-06-26,875.43
Netflix,2022-08-13,1480.62
Apple,2021-11-04,371.37
Apple,2018-05-22,900.61
Amazon,2018-01-08,1275.67
Google,2020-12-02,451.05
Microsoft,2018-04-04,522.76
Google,2018-08-13,1807.06
Tesla,2016-10-15,904.52
Amazon,2014-12-11,1007.53
Amazon,2023-05-18,1439.73
Netflix,2020-11-25,899.75
Apple,2020-05-06,1866.61
Amazon,2015-07-13,1126.74
Netflix,2020-11-21,499.09
Apple,2021-09-27,1151.92
Netflix,2023-08-27,1930.07
Tesla,2019-10-06,1428.55
Tesla,2021-08-23,1912.04
Tesla,2024-08-24,686.85
Apple,2014-06-26,1678.56
Amazon,2023-04-13,1291.59
Amazon,2014-11-23,860.19
Tesla,2015-05-08,158.04
Tesla,2014-08-08,963.02
Microsoft,2019-05-24,937.47
Apple,2024-03-31,1889.14
Google,2020-10-25,958.51
Netflix,2016-09-30,1332.49
Google,2020-04-18,409.59
Netflix,2024-03-31,1469.26
Microsoft,2014-08-10,1882.7
Microsoft,2014-09-09,1802.7
Tesla,2021-04-07,1646.84
Tesla,2024-11-12,1166.02
Netflix,2018-12-26,1480.95
Netflix,2021-06-23,799.14
Tesla,2015-10-23,1126.55
Amazon,2019-11-03,207.29
Amazon,2014-01-11,1969.57
Microsoft,2019-12-13,1415.82
Amazon,2019-03-25,842.36
Amazon,2018-07-24,172.87
Netflix,2015-05-03,119.22
Netflix,2015-01-22,217.67
Amazon,2021-07-16,24.59
Microsoft,2023-10-22,1221.55
Apple,2014-07-30,328.28
Microsoft,2017-03-19,1793.73
Apple,2020-01-25,1013.02
Netflix,2024-08-26,1292.79
Microsoft,2018-12-16,1440.46
Netflix,2017-02-01,1912.3
Microsoft,2015-04-25,1453.78
Microsoft,2021-11-18,383.88
Amazon,2022-05-19,349.35
Google,2016-02-10,164.13
Amazon,2020-06-22,660.4
Tesla,2019-12-02,903.3
Google,2020-04-08,1023.73
Microsoft,2023-06-19,1247.5
Apple,2021-10-06,627.08
Amazon,2020-08-14,1261.75
Tesla,2014-01-01,1962.26
Netflix,2018-07-17,924.99
Tesla,2023-01-01,1961.47
Tesla,2020-12-25,1997.82
Netflix,2016-08-17,361.52
Amazon,2020-08-06,739.53
Microsoft,2019-02-23,1988.73
Tesla,2017-03-08,996.09
Netflix,2015-02-06,1285.47
Amazon,2015-10-27,765.16
Netflix,2019-01-19,1581.23
Google,2016-05-27,719.76
Amazon,2016-10-08,1167.8
Microsoft,2019-07-18,384.66
Tesla,2024-01-18,783.04
Microsoft,2019-03-17,1558.59
Microsoft,2015-02-22,1038.93
Amazon,2016-08-30,1392.26
Netflix,2024-08-30,1151.89
Microsoft,2017-07-17,160.17
Amazon,2014-05-06,688.1
Netflix,2018-07-14,1215.73
Tesla,2021-11-19,1204.21
Netflix,2018-02-10,844.21
Apple,2018-04-07,657.43
Tesla,2020-08-18,1091.42
Microsoft,2014-02-23,519.3
Apple,2017-05-28,1123.56
Google,2020-10-18,263.27
Netflix,2021-06-22,837.27
Microsoft,2021-01-18,1003.1
Netflix,2019-06-30,1820.86
Amazon,2019-04-23,11.28
Apple,2019-12-24,1647.07
Apple,2018-03-30,519.59
Apple,2019-03-29,1320.05
Google,2016-07-23,843.29
Netflix,2022-08-03,458.83
Amazon,2014-06-26,667.32
Google,2014-05-18,1026.53
Tesla,2017-01-16,1923.57
Microsoft,2021-10-31,23.93
Google,2015-12-29,1252.81
Amazon,2019-02-24,1391.72
Microsoft,2020-09-20,1675.89
Tesla,2021-04-13,751.37
Amazon,2019-10-04,1806.42
Netflix,2022-03-27,1393.68
Tesla,2019-07-09,1673.96
Netflix,2023-01-28,244.1
Apple,2022-08-17,40.04
Microsoft,2015-12-10,880.92
Tesla,2016-01-27,379.93
Tesla,2014-06-23,365.26
Microsoft,2017-10-04,1627.37
Tesla,2022-05-04,569.05
Apple,2015-04-02,124.83
Netflix,2023-10-06,1787.79
Apple,2016-09-05,234.64
Tesla,2019-03-28,1241.44
Tesla,2018-07-09,845.75
Microsoft,2017-01-07,120.7
Apple,2020-11-24,318.95
Tesla,2018-02-18,746.26
Amazon,2022-11-18,1944.54
Tesla,2014-01-06,1368.12
Microsoft,2015-06-15,367.03
Google,2021-09-26,1292.89
Tesla,2014-12-14,908.63
Tesla,2020-11-16,1601.61
Microsoft,2019-07-19,1409.4
Google,2021-05-03,1268.35
Google,2021-09-29,1433.44
Tesla,2015-08-12,310.86
Google,2015-09-25,1377.15
Netflix,2015-05-11,1940.1
Tesla,2020-05-26,698.96
Google,2022-12-17,287.58
Microsoft,2022-01-21,1861.6
Google,2014-08-17,1837.56
Microsoft,2017-11-29,1940.37
Amazon,2020-06-16,1400.33
Amazon,2014-01-10,1787.7
Google,2021-04-17,1925.67
Microsoft,2016-04-14,1617.89
Apple,2024-09-21,1814.11
Microsoft,2015-11-27,1393.21
Tesla,2024-07-07,873.99
Netflix,2015-08-16,604.65
Amazon,2022-05-22,1381.97
Tesla,2020-08-21,1081.92
Microsoft,2021-10-20,1607.61
Amazon,2022-05-10,1405.65
Google,2022-07-09,924.97
Google,2014-10-28,272.74
Apple,2014-04-24,1412.89
Apple,2019-09-01,1449.02
Netflix,2017-10-16,1420.61
Tesla,2016-02-16,1426.42
Microsoft,2017-03-21,1751.1
Netflix,2018-10-04,1300.0
Amazon,2019-04-18,1321.86
Tesla,2024-06-26,1976.28
Amazon,2019-01-11,1341.82
Tesla,2018-08-27,786.64
Netflix,2016-01-22,154.57
Microsoft,2020-09-07,1183.14
Amazon,2016-11-30,956.65
Tesla,2016-09-01,508.54
Amazon,2023-07-10,1971.93
Google,2023-03-09,387.57
Apple,2015-07-24,1426.06
Apple,2020-12-25,935.44
Microsoft,2020-03-29,1172.83
Netflix,2023-10-17,1992.45
Tesla,2021-04-30,1528.16
Apple,2014-11-21,1307.12
Microsoft,2019-10-08,827.35
Netflix,2019-01-18,1404.53
Amazon,2018-03-08,1015.98
Apple,2022-03-09,1150.21
Amazon,2022-04-19,285.63
Apple,2015-01-05,1758.78
Google,2019-03-27,1802.54
Microsoft,2019-08-12,1465.56
Tesla,2020-01-08,1896.29
Tesla,2014-01-18,1611.19
Netflix,2024-03-08,1450.8
Amazon,2020-07-08,473.55
Amazon,2018-12-27,1262.37
Tesla,2016-04-29,1646.85
Tesla,2017-05-28,394.12
Microsoft,2016-07-21,233.36
Apple,2020-05-19,1707.67
Netflix,2023-05-29,1981.9
Tesla,2024-12-29,118.41
Google,2019-06-28,621.23
Microsoft,2018-03-13,1456.11
Amazon,2019-02-11,1004.33
Netflix,2022-09-02,577.53
Netflix,2022-10-31,1549.43
Tesla,2022-07-01,1611.76
Tesla,2020-05-12,824.18
Amazon,2022-12-01,1942.9
Apple,2020-03-08,545.57
Tesla,2017-04-27,809.87
Microsoft,2018-06-23,88.14
Microsoft,2015-05-13,455.72
Microsoft,2020-04-20,540.47
Netflix,2016-12-14,1333.99
Netflix,2019-02-07,807.55
Netflix,2023-06-05,1667.97
Netflix,2015-04-14,1932.76
Apple,2021-03-13,147.12
Google,2014-10-29,1944.52
Tesla,2019-01-25,268.68
Apple,2016-02-13,187.56
Apple,2022-07-28,409.52
Amazon,2022-12-10,1817.64
Apple,2018-07-19,1153.24
Tesla,2023-02-01,1088.05
Amazon,2018-01-21,1255.84
Apple,2022-07-11,1180.41
Microsoft,2016-03-27,313.82
Tesla,2014-06-26,1949.64
Google,2020-11-11,997.51
Amazon,2015-09-19,590.79
Netflix,2021-08-01,1712.63
Microsoft,2021-01-03,1407.31
Apple,2014-09-08,180.34
Amazon,2019-06-08,1220.17
Google,2017-04-26,1803.49
Amazon,2017-04-10,259.1
Microsoft,2020-05-06,1918.86
Tesla,2014-02-20,1325.0
Apple,2022-10-06,1367.25
Netflix,2016-10-20,526.53
Netflix,2017-02-24,267.05
Tesla,2024-12-01,1274.0
Netflix,2015-10-29,1750.83
Google,2016-05-06,92.83
Microsoft,2018-11-04,1069.5
Apple,2020-05-11,816.77
Amazon,2017-01-29,524.02
Netflix,2024-06-05,719.92
Microsoft,2020-10-01,967.12
Tesla,2019-09-06,1008.1
Microsoft,2018-07-28,1134.78
Netflix,2018-05-28,1120.52
Apple,2019-03-18,1860.33
Netflix,2016-07-05,1023.63
Apple,2014-04-10,1822.16
Google,2019-09-11,1505.22
Netflix,2020-11-04,578.78
Amazon,2022-07-02,1546.29
Tesla,2014-08-29,340.18
Amazon,2021-01-19,787.84
Google,2016-08-10,1028.24
Microsoft,2019-04-13,727.65
Amazon,2021-03-01,382.17
Microsoft,2019-06-28,1465.46
Netflix,2015-09-14,1578.61
Microsoft,2018-08-15,31.23
Tesla,2021-03-21,934.18
Google,2022-04-12,85.68
Netflix,2017-07-02,719.16
Google,2023-05-29,1028.96
Netflix,2023-04-07,595.0
Apple,2019-10-09,1978.16
Google,2021-01-26,1919.46
Netflix,2023-04-16,1179.51
Apple,2020-09-27,1668.08
Tesla,2021-06-17,598.33
Microsoft,2024-03-16,52.53
Netflix,2024-11-05,1637.72
Google,2015-03-03,1843.39
Netflix,2018-05-12,32.15
Apple,2023-06-09,1730.9
Amazon,2020-07-27,98.25
Google,2017-11-10,1386.79
Google,2020-03-13,1723.19
Tesla,2020-12-13,1525.21
Microsoft,2016-11-18,1360.23
Amazon,2017-11-17,1433.0
Netflix,2014-08-31,916.74
Apple,2014-02-16,738.82
Amazon,2018-06-11,1927.78
Apple,2016-12-29,1308.2
Apple,2017-11-23,1587.24
Amazon,2019-08-14,1497.15
Netflix,2015-12-08,530.2
Microsoft,2016-08-28,1729.88
Netflix,2014-10-16,1652.16
Google,2020-11-23,1379.06
Amazon,2016-12-21,1833.2
Apple,2021-10-04,1123.68
Microsoft,2019-03-26,267.94
Apple,2023-08-08,816.36
Microsoft,2020-05-06,1480.47
Microsoft,2021-08-21,1851.09
Google,2022-12-23,1170.85
Netflix,2016-10-06,690.86
Google,2014-02-24,247.74
Amazon,2016-11-15,878.72
Tesla,2021-10-01,1131.65
Microsoft,2024-07-21,1309.95
Apple,2015-08-01,518.15
Netflix,2015-07-13,594.5
Amazon,2018-03-26,1201.45
Apple,2018-06-19,858.99
Netflix,2017-01-31,1205.02
Microsoft,2021-03-21,325.74
Netflix,2017-11-13,896.64
Tesla,2015-04-13,76.05
Netflix,2017-07-06,1193.94
Netflix,2021-01-28,1245.46
Tesla,2016-08-24,1557.19
Tesla,2015-01-06,112.68
Google,2022-07-11,1130.3
Tesla,2016-11-07,1411.07
Apple,2022-10-30,1165.71
Apple,2021-02-06,1219.35
Apple,2014-03-21,183.57
Netflix,2019-10-04,753.14
Apple,2018-05-30,1699.86
Microsoft,2024-08-20,59.16
Google,2023-11-05,892.36
Microsoft,2021-12-01,1438.98
Tesla,2016-02-29,665.26
Amazon,2016-09-15,1373.13
Microsoft,2016-07-24,19.64
Netflix,2021-10-02,1653.41
Microsoft,2021-11-17,708.12
Netflix,2022-07-02,1400.14
Google,2016-09-05,1898.46
Amazon,2020-05-26,745.11
Amazon,2017-09-13,646.88
Apple,2018-12-03,992.65
Google,2023-03-26,113.69
Tesla,2017-01-05,1246.94
Apple,2022-03-16,24.6
Microsoft,2022-04-10,535.39
Amazon,2020-05-30,451.18
Google,2019-03-24,994.09
Netflix,2014-05-12,499.03
Amazon,2018-08-17,877.97
Microsoft,2024-10-07,1222.44
Apple,2024-07-31,98.41
Apple,2021-04-25,1302.95
Google,2024-09-23,822.07
Google,2023-09-09,849.93
Microsoft,2020-04-07,1689.7
Netflix,2024-06-17,1824.05
Google,2020-04-04,697.96
Apple,2021-10-21,1557.84
Google,2015-09-29,851.27
Tesla,2018-12-13,1911.51
Apple,2020-10-03,698.01
Apple,2017-08-25,1906.97
Tesla,2022-10-07,905.12
Netflix,2018-07-04,681.69
Amazon,2023-05-22,586.77
Netflix,2017-09-20,177.33
Netflix,2014-03-06,1768.87
Google,2024-08-11,1723.18
Google,2021-08-23,1038.2
Amazon,2020-01-01,207.85
Microsoft,2021-08-08,1976.0
Amazon,2022-11-08,1386.03
Amazon,2014-02-09,1498.04
Google,2021-01-17,921.76
Amazon,2017-06-27,1923.5
Google,2015-05-11,1833.77
Netflix,2022-02-18,1838.17
Microsoft,2023-05-14,942.01
Google,2024-04-26,1000.21
Amazon,2022-03-17,140.97
Google,2022-12-22,1210.28
Microsoft,2017-09-29,1810.67
Tesla,2019-08-25,589.33
Tesla,2021-05-02,1802.45
Google,2017-05-24,876.53
Tesla,2023-10-18,1105.43
Google,2016-10-17,560.46
Google,2018-12-30,1709.2
Tesla,2016-05-16,1916.25
Google,2023-12-13,976.83
Microsoft,2024-12-10,593.55
Google,2015-02-06,1077.37
Google,2017-10-05,1907.78
Tesla,2022-10-10,1123.51
Amazon,2022-06-19,410.25
Apple,2019-01-23,1062.38
Tesla,2015-08-16,1058.72
Microsoft,2015-09-22,399.0
Amazon,2020-09-30,1663.66
Amazon,2020-02-15,469.81
Tesla,2020-09-08,960.37
Google,2014-05-25,814.29
Netflix,2022-09-08,1154.54
Amazon,2024-06-11,1695.2
Netflix,2014-09-30,1258.74
Apple,2019-10-27,1748.15
Google,2016-01-26,1768.01
Netflix,2014-03-15,1607.85
Amazon,2019-02-05,180.44
Tesla,2023-12-08,1371.57
Netflix,2015-04-10,1371.85
Google,2017-09-28,1163.35
Google,2016-01-07,630.4
Google,2017-03-07,656.02
Microsoft,2020-08-07,1859.85
Tesla,2021-11-19,1038.34
Apple,2021-05-14,1158.05
Apple,2015-03-23,797.67
Microsoft,2016-10-18,761.63
Apple,2023-12-09,1369.09
Apple,2022-06-24,217.5
Google,2019-12-21,1569.1
Tesla,2018-08-11,367.02
Apple,2018-03-22,574.29
Microsoft,2020-12-23,1874.26
Google,2016-04-01,1604.32
Apple,2014-02-15,1413.42
Google,2017-10-28,1232.19
Microsoft,2020-10-25,1666.3
Google,2017-07-17,911.28
Amazon,2020-01-29,934.97
Microsoft,2021-04-05,579.23
Tesla,2019-08-20,954.52
Google,2018-06-30,176.96
Google,2016-07-10,518.38
Tesla,2016-04-16,294.88
Google,2018-09-28,458.37
Google,2023-08-04,45.55
Google,2014-07-14,1083.42
Microsoft,2019-06-12,790.21
Amazon,2014-03-30,460.49
Microsoft,2023-12-06,291.42
Apple,2020-12-22,291.8
Tesla,2015-01-14,1838.34
Apple,2014-10-28,879.23
Tesla,2016-05-31,1826.12
Google,2020-09-23,1830.56
Tesla,2024-09-16,396.04
Tesla,2020-02-03,1395.38
